"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"rec_tlfb_60_o_drglsts3","tlfb_60day",,"text","If not listed type name of drug - Day 3",,,,,,,"[rec_tlfb_60_o_drglst3(1)]='1'",,,,,
"rec_tlfb_60_alcuse4","tlfb_60day",,"yesno","Alcohol Use - Day 4",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt4","tlfb_60day",,"text","Number of standard drinks - Day 4",,,,,,,"[rec_tlfb_60_alcuse4] = '1'",,,,,
"rec_tlfb_60_o_drg4","tlfb_60day",,"yesno","Other drug use - Day 4",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname4","tlfb_60day",,"dropdown","Other drugs that were used - Day 4","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg4] = '1'",,,,,
"rec_tlfb_60_o_drgamt4","tlfb_60day",,"text","Amount of drug used - Day 4",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname4] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg4","tlfb_60day",,"dropdown","Other drugs that were used - Day 4","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg4] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt4","tlfb_60day",,"text","Amount of drug used - Day 4",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg4] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg4","tlfb_60day",,"dropdown","Other drugs that were used - Day 4","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg4] = '2' or [rec_tlfb_60_2nd_o_drg4] = '3' or [rec_tlfb_60_2nd_o_drg4] = '4' or [rec_tlfb_60_2nd_o_drg4] = '5' or [rec_tlfb_60_2nd_o_drg4] = '6' or [rec_tlfb_60_2nd_o_drg4] = '7' or [rec_tlfb_60_2nd_o_drg4] = '8' or [rec_tlfb_60_2nd_o_drg4] = '9' or [rec_tlfb_60_2nd_o_drg4] = '10' or [rec_tlfb_60_2nd_o_drg4] = '11' or [rec_tlfb_60_2nd_o_drg4] = '12' or [rec_tlfb_60_2nd_o_drg4] = '13' or [rec_tlfb_60_2nd_o_drg4] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse4","tlfb_60day",,"text","Amount of drug used - Day 4",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg4] = '2'",,,,,
"rec_tlfb_60_moredrg4","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 4",,,,,,,"[rec_tlfb_60_3rd_o_drg4] = '14' or [rec_tlfb_60_3rd_o_drg4] = '13' or [rec_tlfb_60_3rd_o_drg4] = '12' or [rec_tlfb_60_3rd_o_drg4] = '11' or [rec_tlfb_60_3rd_o_drg4] = '10' or [rec_tlfb_60_3rd_o_drg4] = '9' or [rec_tlfb_60_3rd_o_drg4] = '8' or [rec_tlfb_60_3rd_o_drg4] = '7' or [rec_tlfb_60_3rd_o_drg4] = '6' or [rec_tlfb_60_3rd_o_drg4] = '5' or [rec_tlfb_60_3rd_o_drg4] = '4' or [rec_tlfb_60_3rd_o_drg4] = '3' or [rec_tlfb_60_3rd_o_drg4] = '2'",,,,,
"rec_tlfb_60_o_drglst4","tlfb_60day",,"checkbox","List the other drugs used - Day 4","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg4] = '1'",,,,,
"rec_tlfb_60_o_drglsts4","tlfb_60day",,"text","If not listed type name of drug - Day 4",,,,,,,"[rec_tlfb_60_o_drglst4(1)]='1'",,,,,
"rec_tlfb_60_alcuse5","tlfb_60day",,"yesno","Alcohol Use - Day 5",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt5","tlfb_60day",,"text","Number of standard drinks - Day 5",,,,,,,"[rec_tlfb_60_alcuse5] = '1'",,,,,
"rec_tlfb_60_o_drg5","tlfb_60day",,"yesno","Other drug use - Day 5",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname5","tlfb_60day",,"dropdown","Other drugs that were used - Day 5","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg5] = '1'",,,,,
"rec_tlfb_60_o_drgamt5","tlfb_60day",,"text","Amount of drug used - Day 5",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname5] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg5","tlfb_60day",,"dropdown","Other drugs that were used - Day 5","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg5] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt5","tlfb_60day",,"text","Amount of drug used - Day 5",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg5] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg5","tlfb_60day",,"dropdown","Other drugs that were used - Day 5","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg5] = '2' or [rec_tlfb_60_2nd_o_drg5] = '3' or [rec_tlfb_60_2nd_o_drg5] = '4' or [rec_tlfb_60_2nd_o_drg5] = '5' or [rec_tlfb_60_2nd_o_drg5] = '6' or [rec_tlfb_60_2nd_o_drg5] = '7' or [rec_tlfb_60_2nd_o_drg5] = '8' or [rec_tlfb_60_2nd_o_drg5] = '9' or [rec_tlfb_60_2nd_o_drg5] = '10' or [rec_tlfb_60_2nd_o_drg5] = '11' or [rec_tlfb_60_2nd_o_drg5] = '12' or [rec_tlfb_60_2nd_o_drg5] = '13' or [rec_tlfb_60_2nd_o_drg5] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse5","tlfb_60day",,"text","Amount of drug used - Day 5",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg5] = '2'",,,,,
"rec_tlfb_60_moredrg5","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 5",,,,,,,"[rec_tlfb_60_3rd_o_drg5] = '14' or [rec_tlfb_60_3rd_o_drg5] = '13' or [rec_tlfb_60_3rd_o_drg5] = '12' or [rec_tlfb_60_3rd_o_drg5] = '11' or [rec_tlfb_60_3rd_o_drg5] = '10' or [rec_tlfb_60_3rd_o_drg5] = '9' or [rec_tlfb_60_3rd_o_drg5] = '8' or [rec_tlfb_60_3rd_o_drg5] = '7' or [rec_tlfb_60_3rd_o_drg5] = '6' or [rec_tlfb_60_3rd_o_drg5] = '5' or [rec_tlfb_60_3rd_o_drg5] = '4' or [rec_tlfb_60_3rd_o_drg5] = '3' or [rec_tlfb_60_3rd_o_drg5] = '2'",,,,,
"rec_tlfb_60_o_drglst5","tlfb_60day",,"checkbox","List the other drugs used - Day 5","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg5] = '1'",,,,,
"rec_tlfb_60_o_drglsts5","tlfb_60day",,"text","If not listed type name of drug - Day 5",,,,,,,"[rec_tlfb_60_o_drglst5(1)]='1'",,,,,
"rec_tlfb_60_alcuse6","tlfb_60day",,"yesno","Alcohol Use - Day 6",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt6","tlfb_60day",,"text","Number of standard drinks - Day 6",,,,,,,"[rec_tlfb_60_alcuse6] = '1'",,,,,
"rec_tlfb_60_o_drg6","tlfb_60day",,"yesno","Other drug use - Day 6",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname6","tlfb_60day",,"dropdown","Other drugs that were used - Day 6","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg6] = '1'",,,,,
"rec_tlfb_60_o_drgamt6","tlfb_60day",,"text","Amount of drug used - Day 6",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname6] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg6","tlfb_60day",,"dropdown","Other drugs that were used - Day 6","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg6] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt6","tlfb_60day",,"text","Amount of drug used - Day 6",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg6] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg6","tlfb_60day",,"dropdown","Other drugs that were used - Day 6","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg6] = '2' or [rec_tlfb_60_2nd_o_drg6] = '3' or [rec_tlfb_60_2nd_o_drg6] = '4' or [rec_tlfb_60_2nd_o_drg6] = '5' or [rec_tlfb_60_2nd_o_drg6] = '6' or [rec_tlfb_60_2nd_o_drg6] = '7' or [rec_tlfb_60_2nd_o_drg6] = '8' or [rec_tlfb_60_2nd_o_drg6] = '9' or [rec_tlfb_60_2nd_o_drg6] = '10' or [rec_tlfb_60_2nd_o_drg6] = '11' or [rec_tlfb_60_2nd_o_drg6] = '12' or [rec_tlfb_60_2nd_o_drg6] = '13' or [rec_tlfb_60_2nd_o_drg6] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse6","tlfb_60day",,"text","Amount of drug used - Day 6",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg6] = '2'",,,,,
"rec_tlfb_60_moredrg6","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 6",,,,,,,"[rec_tlfb_60_3rd_o_drg6] = '14' or [rec_tlfb_60_3rd_o_drg6] = '13' or [rec_tlfb_60_3rd_o_drg6] = '12' or [rec_tlfb_60_3rd_o_drg6] = '11' or [rec_tlfb_60_3rd_o_drg6] = '10' or [rec_tlfb_60_3rd_o_drg6] = '9' or [rec_tlfb_60_3rd_o_drg6] = '8' or [rec_tlfb_60_3rd_o_drg6] = '7' or [rec_tlfb_60_3rd_o_drg6] = '6' or [rec_tlfb_60_3rd_o_drg6] = '5' or [rec_tlfb_60_3rd_o_drg6] = '4' or [rec_tlfb_60_3rd_o_drg6] = '3' or [rec_tlfb_60_3rd_o_drg6] = '2'",,,,,
"rec_tlfb_60_o_drglst6","tlfb_60day",,"checkbox","List the other drugs used - Day 6","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg6] = '1'",,,,,
"rec_tlfb_60_o_drglsts6","tlfb_60day",,"text","If not listed type name of drug - Day 6",,,,,,,"[rec_tlfb_60_o_drglst6(1)]='1'",,,,,
"rec_tlfb_60_alcuse7","tlfb_60day",,"yesno","Alcohol Use - Day 7",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt7","tlfb_60day",,"text","Number of standard drinks - Day 7",,,,,,,"[rec_tlfb_60_alcuse7] = '1'",,,,,
"rec_tlfb_60_o_drg7","tlfb_60day",,"yesno","Other drug use - Day 7",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname7","tlfb_60day",,"dropdown","Other drugs that were used - Day 7","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg7] = '1'",,,,,
"rec_tlfb_60_o_drgamt7","tlfb_60day",,"text","Amount of drug used - Day 7",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname7] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg7","tlfb_60day",,"dropdown","Other drugs that were used - Day 7","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg7] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt7","tlfb_60day",,"text","Amount of drug used - Day 7",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg7] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg7","tlfb_60day",,"dropdown","Other drugs that were used - Day 7","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg7] = '2' or [rec_tlfb_60_2nd_o_drg7] = '3' or [rec_tlfb_60_2nd_o_drg7] = '4' or [rec_tlfb_60_2nd_o_drg7] = '5' or [rec_tlfb_60_2nd_o_drg7] = '6' or [rec_tlfb_60_2nd_o_drg7] = '7' or [rec_tlfb_60_2nd_o_drg7] = '8' or [rec_tlfb_60_2nd_o_drg7] = '9' or [rec_tlfb_60_2nd_o_drg7] = '10' or [rec_tlfb_60_2nd_o_drg7] = '11' or [rec_tlfb_60_2nd_o_drg7] = '12' or [rec_tlfb_60_2nd_o_drg7] = '13' or [rec_tlfb_60_2nd_o_drg7] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse7","tlfb_60day",,"text","Amount of drug used - Day 7",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg7] = '2'",,,,,
"rec_tlfb_60_moredrg7","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 7",,,,,,,"[rec_tlfb_60_3rd_o_drg7] = '14' or [rec_tlfb_60_3rd_o_drg7] = '13' or [rec_tlfb_60_3rd_o_drg7] = '12' or [rec_tlfb_60_3rd_o_drg7] = '11' or [rec_tlfb_60_3rd_o_drg7] = '10' or [rec_tlfb_60_3rd_o_drg7] = '9' or [rec_tlfb_60_3rd_o_drg7] = '8' or [rec_tlfb_60_3rd_o_drg7] = '7' or [rec_tlfb_60_3rd_o_drg7] = '6' or [rec_tlfb_60_3rd_o_drg7] = '5' or [rec_tlfb_60_3rd_o_drg7] = '4' or [rec_tlfb_60_3rd_o_drg7] = '3' or [rec_tlfb_60_3rd_o_drg7] = '2'",,,,,
"rec_tlfb_60_o_drglst7","tlfb_60day",,"checkbox","List the other drugs used - Day 7","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg7] = '1'",,,,,
"rec_tlfb_60_o_drglsts7","tlfb_60day",,"text","If not listed type name of drug - Day 7",,,,,,,"[rec_tlfb_60_o_drglst7(1)]='1'",,,,,
"rec_tlfb_60_alcuse8","tlfb_60day",,"yesno","Alcohol Use - Day 8",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt8","tlfb_60day",,"text","Number of standard drinks - Day 8",,,,,,,"[rec_tlfb_60_alcuse8] = '1'",,,,,
"rec_tlfb_60_o_drg8","tlfb_60day",,"yesno","Other drug use - Day 8",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname8","tlfb_60day",,"dropdown","Other drugs that were used - Day 8","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg8] = '1'",,,,,
"rec_tlfb_60_o_drgamt8","tlfb_60day",,"text","Amount of drug used - Day 8",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname8] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg8","tlfb_60day",,"dropdown","Other drugs that were used - Day 8","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg8] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt8","tlfb_60day",,"text","Amount of drug used - Day 8",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg8] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg8","tlfb_60day",,"dropdown","Other drugs that were used - Day 8","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg8] = '2' or [rec_tlfb_60_2nd_o_drg8] = '3' or [rec_tlfb_60_2nd_o_drg8] = '4' or [rec_tlfb_60_2nd_o_drg8] = '5' or [rec_tlfb_60_2nd_o_drg8] = '6' or [rec_tlfb_60_2nd_o_drg8] = '7' or [rec_tlfb_60_2nd_o_drg8] = '8' or [rec_tlfb_60_2nd_o_drg8] = '9' or [rec_tlfb_60_2nd_o_drg8] = '10' or [rec_tlfb_60_2nd_o_drg8] = '11' or [rec_tlfb_60_2nd_o_drg8] = '12' or [rec_tlfb_60_2nd_o_drg8] = '13' or [rec_tlfb_60_2nd_o_drg8] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse8","tlfb_60day",,"text","Amount of drug used - Day 8",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg8] = '2'",,,,,
"rec_tlfb_60_moredrg8","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 8",,,,,,,"[rec_tlfb_60_3rd_o_drg8] = '14' or [rec_tlfb_60_3rd_o_drg8] = '13' or [rec_tlfb_60_3rd_o_drg8] = '12' or [rec_tlfb_60_3rd_o_drg8] = '11' or [rec_tlfb_60_3rd_o_drg8] = '10' or [rec_tlfb_60_3rd_o_drg8] = '9' or [rec_tlfb_60_3rd_o_drg8] = '8' or [rec_tlfb_60_3rd_o_drg8] = '7' or [rec_tlfb_60_3rd_o_drg8] = '6' or [rec_tlfb_60_3rd_o_drg8] = '5' or [rec_tlfb_60_3rd_o_drg8] = '4' or [rec_tlfb_60_3rd_o_drg8] = '3' or [rec_tlfb_60_3rd_o_drg8] = '2'",,,,,
"rec_tlfb_60_o_drglst8","tlfb_60day",,"checkbox","List the other drugs used - Day 8","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg8] = '1'",,,,,
"rec_tlfb_60_o_drglsts8","tlfb_60day",,"text","If not listed type name of drug - Day 8",,,,,,,"[rec_tlfb_60_o_drglst8(1)]='1'",,,,,
"rec_tlfb_60_alcuse9","tlfb_60day",,"yesno","Alcohol Use - Day 9",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt9","tlfb_60day",,"text","Number of standard drinks - Day 9",,,,,,,"[rec_tlfb_60_alcuse9] = '1'",,,,,
"rec_tlfb_60_o_drg9","tlfb_60day",,"yesno","Other drug use - Day 9",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname9","tlfb_60day",,"dropdown","Other drugs that were used - Day 9","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg9] = '1'",,,,,
"rec_tlfb_60_o_drgamt9","tlfb_60day",,"text","Amount of drug used - Day 9",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname9] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg9","tlfb_60day",,"dropdown","Other drugs that were used - Day 9","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg9] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt9","tlfb_60day",,"text","Amount of drug used - Day 9",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg9] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg9","tlfb_60day",,"dropdown","Other drugs that were used - Day 9","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg9] = '2' or [rec_tlfb_60_2nd_o_drg9] = '3' or [rec_tlfb_60_2nd_o_drg9] = '4' or [rec_tlfb_60_2nd_o_drg9] = '5' or [rec_tlfb_60_2nd_o_drg9] = '6' or [rec_tlfb_60_2nd_o_drg9] = '7' or [rec_tlfb_60_2nd_o_drg9] = '8' or [rec_tlfb_60_2nd_o_drg9] = '9' or [rec_tlfb_60_2nd_o_drg9] = '10' or [rec_tlfb_60_2nd_o_drg9] = '11' or [rec_tlfb_60_2nd_o_drg9] = '12' or [rec_tlfb_60_2nd_o_drg9] = '13' or [rec_tlfb_60_2nd_o_drg9] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse9","tlfb_60day",,"text","Amount of drug used - Day 9",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg9] = '2'",,,,,
"rec_tlfb_60_moredrg9","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 9",,,,,,,"[rec_tlfb_60_3rd_o_drg9] = '14' or [rec_tlfb_60_3rd_o_drg9] = '13' or [rec_tlfb_60_3rd_o_drg9] = '12' or [rec_tlfb_60_3rd_o_drg9] = '11' or [rec_tlfb_60_3rd_o_drg9] = '10' or [rec_tlfb_60_3rd_o_drg9] = '9' or [rec_tlfb_60_3rd_o_drg9] = '8' or [rec_tlfb_60_3rd_o_drg9] = '7' or [rec_tlfb_60_3rd_o_drg9] = '6' or [rec_tlfb_60_3rd_o_drg9] = '5' or [rec_tlfb_60_3rd_o_drg9] = '4' or [rec_tlfb_60_3rd_o_drg9] = '3' or [rec_tlfb_60_3rd_o_drg9] = '2'",,,,,
"rec_tlfb_60_o_drglst9","tlfb_60day",,"checkbox","List the other drugs used - Day 9","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg9] = '1'",,,,,
"rec_tlfb_60_o_drglsts9","tlfb_60day",,"text","If not listed type name of drug - Day 9",,,,,,,"[rec_tlfb_60_o_drglst9(1)]='1'",,,,,
"rec_tlfb_60_alcuse10","tlfb_60day",,"yesno","Alcohol Use - Day 10",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt10","tlfb_60day",,"text","Number of standard drinks - Day 10",,,,,,,"[rec_tlfb_60_alcuse10] = '1'",,,,,
"rec_tlfb_60_o_drg10","tlfb_60day",,"yesno","Other drug use - Day 10",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname10","tlfb_60day",,"dropdown","Other drugs that were used - Day 10","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg10] = '1'",,,,,
"rec_tlfb_60_o_drgamt10","tlfb_60day",,"text","Amount of drug used - Day 10",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname10] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg10","tlfb_60day",,"dropdown","Other drugs that were used - Day 10","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg10] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt10","tlfb_60day",,"text","Amount of drug used - Day 10",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg10] = '2'",,,,,
