"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"lssaga3_parent_eventons","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_eventons",,,,,,,,,,,,
"lssaga3_parent_diff","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_diff",,,,,,,,,,,,
"lssaga3_parent_pt27a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27a",,,,,,,,,,,,
"lssaga3_parent_pt27fromto_set1_pt27fromage1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27fromto_set1_pt27fromage1",,,,,,,,,,,,
"lssaga3_parent_pt27fromto_set1_pt27toage1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27fromto_set1_pt27toage1",,,,,,,,,,,,
"lssaga3_parent_pt27fromto_set2_pt27fromage2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27fromto_set2_pt27fromage2",,,,,,,,,,,,
"lssaga3_parent_pt27fromto_set2_pt27toage2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27fromto_set2_pt27toage2",,,,,,,,,,,,
"lssaga3_parent_pt27b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt27b",,,,,,,,,,,,
"lssaga3_parent_pt28","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt28",,,,,,,,,,,,
"lssaga3_parent_pt28a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pt28a",,,,,,,,,,,,
"lssaga3_parent_oc1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc1",,,,,,,,,,,,
"lssaga3_parent_oc1a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc1a",,,,,,,,,,,,
"lssaga3_parent_oc1b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc1b",,,,,,,,,,,,
"lssaga3_parent_oc1c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc1c",,,,,,,,,,,,
"lssaga3_parent_ocp1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1",,,,,,,,,,,,
"lssaga3_parent_ocp1a1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1a1",,,,,,,,,,,,
"lssaga3_parent_ocp1b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1b",,,,,,,,,,,,
"lssaga3_parent_ocp1c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1c",,,,,,,,,,,,
"lssaga3_parent_ocp1d","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1d",,,,,,,,,,,,
"lssaga3_parent_ocp1g","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1g",,,,,,,,,,,,
"lssaga3_parent_ocp1h","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1h",,,,,,,,,,,,
"lssaga3_parent_ocp1i","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1i",,,,,,,,,,,,
"lssaga3_parent_ocp1j","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1j",,,,,,,,,,,,
"lssaga3_parent_ocp1f","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1f",,,,,,,,,,,,
"lssaga3_parent_ocp1a3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp1a3",,,,,,,,,,,,
"lssaga3_parent_oc2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc2",,,,,,,,,,,,
"lssaga3_parent_oc3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc3",,,,,,,,,,,,
"lssaga3_parent_oc4","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc4",,,,,,,,,,,,
"lssaga3_parent_oc5","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc5",,,,,,,,,,,,
"lssaga3_parent_oc18a_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc18a_add",,,,,,,,,,,,
"lssaga3_parent_oc19a_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc19a_add",,,,,,,,,,,,
"lssaga3_parent_oc6","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc6",,,,,,,,,,,,
"lssaga3_parent_oc7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc7",,,,,,,,,,,,
"lssaga3_parent_oc7a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc7a",,,,,,,,,,,,
"lssaga3_parent_oc_ao8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_ao8",,,,,,,,,,,,
"lssaga3_parent_oc_o8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_o8",,,,,,,,,,,,
"lssaga3_parent_oc_ar8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_ar8",,,,,,,,,,,,
"lssaga3_parent_oc_r8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_r8",,,,,,,,,,,,
"lssaga3_parent_oc9","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc9",,,,,,,,,,,,
"lssaga3_parent_oc9specify","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc9specify",,,,,,,,,,,,
"lssaga3_parent_oc9a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc9a",,,,,,,,,,,,
"lssaga3_parent_ocp9","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9",,,,,,,,,,,,
"lssaga3_parent_ocp9a1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9a1",,,,,,,,,,,,
"lssaga3_parent_ocp9b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9b",,,,,,,,,,,,
"lssaga3_parent_ocp9c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9c",,,,,,,,,,,,
"lssaga3_parent_ocp9d","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9d",,,,,,,,,,,,
"lssaga3_parent_ocp9g","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9g",,,,,,,,,,,,
"lssaga3_parent_ocp9h","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9h",,,,,,,,,,,,
"lssaga3_parent_ocp9i","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9i",,,,,,,,,,,,
"lssaga3_parent_ocp9j","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9j",,,,,,,,,,,,
"lssaga3_parent_ocp9f","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9f",,,,,,,,,,,,
"lssaga3_parent_ocp9a3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ocp9a3",,,,,,,,,,,,
"lssaga3_parent_oc10","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc10",,,,,,,,,,,,
"lssaga3_parent_oc11","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc11",,,,,,,,,,,,
"lssaga3_parent_ed3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ed3",,,,,,,,,,,,
"lssaga3_parent_ed5boxa","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ed5boxa",,,,,,,,,,,,
"lssaga3_parent_ed5boxb","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ed5boxb",,,,,,,,,,,,
"lssaga3_parent_ed11","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_ed11",,,,,,,,,,,,
"lssaga3_parent_oc12","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc12",,,,,,,,,,,,
"lssaga3_parent_oc13","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc13",,,,,,,,,,,,
"lssaga3_parent_oc14","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc14",,,,,,,,,,,,
"lssaga3_parent_oc15","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc15",,,,,,,,,,,,
"lssaga3_parent_oc15a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc15a",,,,,,,,,,,,
"lssaga3_parent_oc_ao16","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_ao16",,,,,,,,,,,,
"lssaga3_parent_oc_o16","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_o16",,,,,,,,,,,,
"lssaga3_parent_oc_ar16","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_ar16",,,,,,,,,,,,
"lssaga3_parent_oc_r16","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc_r16",,,,,,,,,,,,
"lssaga3_parent_oc17","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc17",,,,,,,,,,,,
"lssaga3_parent_oc17a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc17a",,,,,,,,,,,,
"lssaga3_parent_oc18b_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc18b_add",,,,,,,,,,,,
"lssaga3_parent_oc19b_add_dsm","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_oc19b_add_dsm",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_1",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_2",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_3",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_4","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_4",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_5","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_5",,,,,,,,,,,,
"lssaga3_parent_sp1_sp1_6","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_sp1_6",,,,,,,,,,,,
"lssaga3_parent_sp1_1translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_1translate",,,,,,,,,,,,
"lssaga3_parent_sp1_2translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_2translate",,,,,,,,,,,,
"lssaga3_parent_sp1_3translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_3translate",,,,,,,,,,,,
"lssaga3_parent_sp1_4translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_4translate",,,,,,,,,,,,
"lssaga3_parent_sp1_5translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_5translate",,,,,,,,,,,,
"lssaga3_parent_sp1_6translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1_6translate",,,,,,,,,,,,
"lssaga3_parent_spp1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1",,,,,,,,,,,,
"lssaga3_parent_spp1a1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1a1",,,,,,,,,,,,
"lssaga3_parent_spp1b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1b",,,,,,,,,,,,
"lssaga3_parent_spp1c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1c",,,,,,,,,,,,
"lssaga3_parent_spp1d","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1d",,,,,,,,,,,,
"lssaga3_parent_sp1a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1a",,,,,,,,,,,,
"lssaga3_parent_sp1b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp1b",,,,,,,,,,,,
"lssaga3_parent_spp1g","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1g",,,,,,,,,,,,
"lssaga3_parent_spp1h","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1h",,,,,,,,,,,,
"lssaga3_parent_spp1i","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1i",,,,,,,,,,,,
"lssaga3_parent_spp1j","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1j",,,,,,,,,,,,
"lssaga3_parent_spp1f","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1f",,,,,,,,,,,,
"lssaga3_parent_spp1a3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_spp1a3",,,,,,,,,,,,
"lssaga3_parent_sp2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp2",,,,,,,,,,,,
"lssaga3_parent_sp2a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp2a",,,,,,,,,,,,
"lssaga3_parent_sp2b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp2b",,,,,,,,,,,,
"lssaga3_parent_sp3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp3",,,,,,,,,,,,
"lssaga3_parent_sp3_dsm","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp3_dsm",,,,,,,,,,,,
"lssaga3_parent_sp4","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp4",,,,,,,,,,,,
"lssaga3_parent_sp4a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp4a",,,,,,,,,,,,
"lssaga3_parent_sp6_dsm","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp6_dsm",,,,,,,,,,,,
"lssaga3_parent_sp6","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp6",,,,,,,,,,,,
"lssaga3_parent_sp_ao7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp_ao7",,,,,,,,,,,,
"lssaga3_parent_sp_o7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp_o7",,,,,,,,,,,,
"lssaga3_parent_sp_ar7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp_ar7",,,,,,,,,,,,
"lssaga3_parent_sp_r7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp_r7",,,,,,,,,,,,
"lssaga3_parent_sp8_1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8_1",,,,,,,,,,,,
"lssaga3_parent_sp8_2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8_2",,,,,,,,,,,,
"lssaga3_parent_sp8cd1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8cd1",,,,,,,,,,,,
"lssaga3_parent_sp8specify1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8specify1",,,,,,,,,,,,
"lssaga3_parent_sp8cd2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8cd2",,,,,,,,,,,,
"lssaga3_parent_sp8specify2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8specify2",,,,,,,,,,,,
"lssaga3_parent_sp8cd3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8cd3",,,,,,,,,,,,
"lssaga3_parent_sp8specify3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8specify3",,,,,,,,,,,,
"lssaga3_parent_sp8a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp8a",,,,,,,,,,,,
"lssaga3_parent_sp10","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp10",,,,,,,,,,,,
"lssaga3_parent_sp11","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp11",,,,,,,,,,,,
"lssaga3_parent_sp11a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp11a",,,,,,,,,,,,
"lssaga3_parent_sp12_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp12_add",,,,,,,,,,,,
"lssaga3_parent_sp13_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_sp13_add",,,,,,,,,,,,
"lssaga3_parent_pn1x","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn1x",,,,,,,,,,,,
"lssaga3_parent_pnp1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1",,,,,,,,,,,,
"lssaga3_parent_pnp1a1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1a1",,,,,,,,,,,,
"lssaga3_parent_pnp1b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1b",,,,,,,,,,,,
"lssaga3_parent_pnp1c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1c",,,,,,,,,,,,
"lssaga3_parent_pnp1d","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1d",,,,,,,,,,,,
"lssaga3_parent_pnp1g","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1g",,,,,,,,,,,,
"lssaga3_parent_pnp1h","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1h",,,,,,,,,,,,
"lssaga3_parent_pnp1i","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1i",,,,,,,,,,,,
"lssaga3_parent_pnp1j","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1j",,,,,,,,,,,,
"lssaga3_parent_pnp1f","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1f",,,,,,,,,,,,
"lssaga3_parent_pnp1a3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnp1a3",,,,,,,,,,,,
"lssaga3_parent_pn2_pn2a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn2_pn2a",,,,,,,,,,,,
"lssaga3_parent_pn2_pn2b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn2_pn2b",,,,,,,,,,,,
"lssaga3_parent_pn3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3",,,,,,,,,,,,
"lssaga3_parent_pn3a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3a",,,,,,,,,,,,
"lssaga3_parent_pn3a1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3a1",,,,,,,,,,,,
"lssaga3_parent_pn3b","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3b",,,,,,,,,,,,
"lssaga3_parent_pn3b1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3b1",,,,,,,,,,,,
"lssaga3_parent_pn3c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3c",,,,,,,,,,,,
"lssaga3_parent_pn3c1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn3c1",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_1",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_2",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_3",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_4","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_4",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_5","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_5",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_6","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_6",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_7","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_7",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_8",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_9","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_9",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_10","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_10",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_11","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_11",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_12","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_12",,,,,,,,,,,,
"lssaga3_parent_pn4_pn4_13","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_pn4_13",,,,,,,,,,,,
"lssaga3_parent_pn4_1true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_1true",,,,,,,,,,,,
"lssaga3_parent_pn4_2true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_2true",,,,,,,,,,,,
"lssaga3_parent_pn4_3true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_3true",,,,,,,,,,,,
"lssaga3_parent_pn4_4true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_4true",,,,,,,,,,,,
"lssaga3_parent_pn4_5true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_5true",,,,,,,,,,,,
"lssaga3_parent_pn4_6true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_6true",,,,,,,,,,,,
"lssaga3_parent_pn4_7true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_7true",,,,,,,,,,,,
"lssaga3_parent_pn4_8true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_8true",,,,,,,,,,,,
"lssaga3_parent_pn4_9true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_9true",,,,,,,,,,,,
"lssaga3_parent_pn4_10true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_10true",,,,,,,,,,,,
"lssaga3_parent_pn4_11true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_11true",,,,,,,,,,,,
"lssaga3_parent_pn4_12true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_12true",,,,,,,,,,,,
"lssaga3_parent_pn4_13true","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_13true",,,,,,,,,,,,
"lssaga3_parent_pnequation","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pnequation",,,,,,,,,,,,
"lssaga3_parent_pn4_1translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_1translate",,,,,,,,,,,,
"lssaga3_parent_pn4_2translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_2translate",,,,,,,,,,,,
"lssaga3_parent_pn4_3translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_3translate",,,,,,,,,,,,
"lssaga3_parent_pn4_4translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_4translate",,,,,,,,,,,,
"lssaga3_parent_pn4_5translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_5translate",,,,,,,,,,,,
"lssaga3_parent_pn4_6translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_6translate",,,,,,,,,,,,
"lssaga3_parent_pn4_7translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_7translate",,,,,,,,,,,,
"lssaga3_parent_pn4_8translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_8translate",,,,,,,,,,,,
"lssaga3_parent_pn4_9translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_9translate",,,,,,,,,,,,
"lssaga3_parent_pn4_10translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_10translate",,,,,,,,,,,,
"lssaga3_parent_pn4_11translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_11translate",,,,,,,,,,,,
"lssaga3_parent_pn4_12translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_12translate",,,,,,,,,,,,
"lssaga3_parent_pn4_13translate","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn4_13translate",,,,,,,,,,,,
"lssaga3_parent_pn5","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn5",,,,,,,,,,,,
"lssaga3_parent_pn6","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn6",,,,,,,,,,,,
"lssaga3_parent_pn7a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn7a",,,,,,,,,,,,
"lssaga3_parent_pn7c","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn7c",,,,,,,,,,,,
"lssaga3_parent_pn7d","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn7d",,,,,,,,,,,,
"lssaga3_parent_pn_ao8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn_ao8",,,,,,,,,,,,
"lssaga3_parent_pn_o8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn_o8",,,,,,,,,,,,
"lssaga3_parent_pn_ar8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn_ar8",,,,,,,,,,,,
"lssaga3_parent_pn_r8","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn_r8",,,,,,,,,,,,
"lssaga3_parent_pn9","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn9",,,,,,,,,,,,
"lssaga3_parent_pn10","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn10",,,,,,,,,,,,
"lssaga3_parent_pn11_1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11_1",,,,,,,,,,,,
"lssaga3_parent_pn11_2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11_2",,,,,,,,,,,,
"lssaga3_parent_pn11cd1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11cd1",,,,,,,,,,,,
"lssaga3_parent_pn11specify1","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11specify1",,,,,,,,,,,,
"lssaga3_parent_pn11cd2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11cd2",,,,,,,,,,,,
"lssaga3_parent_pn11specify2","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11specify2",,,,,,,,,,,,
"lssaga3_parent_pn11cd3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11cd3",,,,,,,,,,,,
"lssaga3_parent_pn11specify3","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11specify3",,,,,,,,,,,,
"lssaga3_parent_pn11a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn11a",,,,,,,,,,,,
"lssaga3_parent_pn12","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn12",,,,,,,,,,,,
"lssaga3_parent_pn12a","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn12a",,,,,,,,,,,,
"lssaga3_parent_pn13a_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn13a_add",,,,,,,,,,,,
"lssaga3_parent_pn13b_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn13b_add",,,,,,,,,,,,
"lssaga3_parent_pn14_add","limesurvey_ssaga_part_3_parent",,"text","lssaga3_parent_pn14_add",,,,,,,,,,,,
